year,CTYNAME,month,type,amount
2009,Equatorial Guinea,1,1,150.729873
2010,Equatorial Guinea,1,1,155.763432
2011,Equatorial Guinea,1,1,215.881695
2012,Equatorial Guinea,1,1,177.72086
2013,Equatorial Guinea,1,1,72.156926
1992,Mauritania,1,1,1.6
1993,Mauritania,1,1,0.1
1994,Mauritania,1,1,0
1995,Mauritania,1,1,0.9
1996,Mauritania,1,1,1.2
1997,Mauritania,1,1,0
1998,Mauritania,1,1,0
1999,Mauritania,1,1,0
2000,Mauritania,1,1,0.1
2001,Mauritania,1,1,0
2002,Mauritania,1,1,0.1
2003,Mauritania,1,1,0.011395
2004,Mauritania,1,1,2.759584
2005,Mauritania,1,1,0.133106
2006,Mauritania,1,1,0.00871
2007,Mauritania,1,1,0.004195
2008,Mauritania,1,1,0.042012
2009,Mauritania,1,1,0.030695
2010,Mauritania,1,1,25.805927
2011,Mauritania,1,1,0.062046
2012,Mauritania,1,1,0.22214
2013,Mauritania,1,1,0.006293
1992,Cameroon,1,1,0.5
1993,Cameroon,1,1,0.6
1994,Cameroon,1,1,0.5
1995,Cameroon,1,1,3.3
1996,Cameroon,1,1,6
1997,Cameroon,1,1,1.9
1998,Cameroon,1,1,5
1999,Cameroon,1,1,2.1
2000,Cameroon,1,1,12.3
2001,Cameroon,1,1,2.1
2002,Cameroon,1,1,3.5
2003,Cameroon,1,1,13.28241
2004,Cameroon,1,1,30.189371
2005,Cameroon,1,1,35.597697
2006,Cameroon,1,1,9.110398
2007,Cameroon,1,1,29.292781
2008,Cameroon,1,1,4.288627
2009,Cameroon,1,1,18.635979
2010,Cameroon,1,1,3.595066
2011,Cameroon,1,1,8.655998
2012,Cameroon,1,1,60.741385
2013,Cameroon,1,1,47.162348
1992,Senegal,1,1,0.7
1993,Senegal,1,1,0.1
1994,Senegal,1,1,0.3
1995,Senegal,1,1,0.2
1996,Senegal,1,1,0.5
1997,Senegal,1,1,0.5
1998,Senegal,1,1,0.8
1999,Senegal,1,1,0.4
2000,Senegal,1,1,0.3
2001,Senegal,1,1,3.8
2002,Senegal,1,1,0.3
2003,Senegal,1,1,0.073911
2004,Senegal,1,1,0.144127
2005,Senegal,1,1,0.270407
2006,Senegal,1,1,0.944463
2007,Senegal,1,1,2.69603
2008,Senegal,1,1,6.458483
2009,Senegal,1,1,0.249965
2010,Senegal,1,1,0.286312
2011,Senegal,1,1,0.278116
2012,Senegal,1,1,1.860098
2013,Senegal,1,1,1.437673
1992,Mali,1,1,0.1
1993,Mali,1,1,0.2
1994,Mali,1,1,0.3
1995,Mali,1,1,0.4
1996,Mali,1,1,0
1997,Mali,1,1,0.4
1998,Mali,1,1,0.4
1999,Mali,1,1,0.1
2000,Mali,1,1,0.2
2001,Mali,1,1,0.2
2002,Mali,1,1,0.1
2003,Mali,1,1,0.166251
2004,Mali,1,1,0.117588
2005,Mali,1,1,0.146212
2006,Mali,1,1,0.150081
2007,Mali,1,1,0.308643
2008,Mali,1,1,0.415329
2009,Mali,1,1,0.437545
2010,Mali,1,1,0.731466
2011,Mali,1,1,0.105388
2012,Mali,1,1,0.19983
2013,Mali,1,1,0.193251
1992,Guinea,1,1,8.8
1993,Guinea,1,1,7.6
1994,Guinea,1,1,8.2
1995,Guinea,1,1,9.6
1996,Guinea,1,1,10.1
1997,Guinea,1,1,4.6
1998,Guinea,1,1,11.2
1999,Guinea,1,1,10.3
2000,Guinea,1,1,8.5
2001,Guinea,1,1,8.8
2002,Guinea,1,1,6.7
2003,Guinea,1,1,3.862925
2004,Guinea,1,1,4.595655
2005,Guinea,1,1,5.534651
2006,Guinea,1,1,6.120709
2007,Guinea,1,1,10.991212
2008,Guinea,1,1,20.123583
2009,Guinea,1,1,7.183437
2010,Guinea,1,1,5.560231
2011,Guinea,1,1,6.516049
2012,Guinea,1,1,10.926986
2013,Guinea,1,1,4.279213
1992,Sierra Leone,1,1,0.8
1993,Sierra Leone,1,1,7.7
1994,Sierra Leone,1,1,6.8
1995,Sierra Leone,1,1,5.4
1996,Sierra Leone,1,1,2
1997,Sierra Leone,1,1,1.6
1998,Sierra Leone,1,1,2.4
1999,Sierra Leone,1,1,0.5
2000,Sierra Leone,1,1,0.7
2001,Sierra Leone,1,1,0.3
2002,Sierra Leone,1,1,0.3
2003,Sierra Leone,1,1,0.429079
2004,Sierra Leone,1,1,0.431029
2005,Sierra Leone,1,1,0.392107
2006,Sierra Leone,1,1,1.063121
2007,Sierra Leone,1,1,2.166463
2008,Sierra Leone,1,1,4.070133
2009,Sierra Leone,1,1,1.46559
2010,Sierra Leone,1,1,5.28708
2011,Sierra Leone,1,1,0.931493
2012,Sierra Leone,1,1,2.602784
2013,Sierra Leone,1,1,1.745875
1985,1vory Coast,1,1,91.6
1986,1vory Coast,1,1,60.1
1987,1vory Coast,1,1,44.2
1988,1vory Coast,1,1,43
1989,1vory Coast,1,1,32.8
1990,1vory Coast,1,1,26.3
1991,1vory Coast,1,1,9.3
1992,1vory Coast,1,1,33.3
1993,1vory Coast,1,1,29.2
1994,1vory Coast,1,1,24.6
1995,1vory Coast,1,1,28.5
1996,1vory Coast,1,1,77.8
1997,1vory Coast,1,1,37.5
1998,1vory Coast,1,1,76.3
1999,1vory Coast,1,1,64.5
2000,1vory Coast,1,1,49.6
2001,1vory Coast,1,1,39.7
2002,1vory Coast,1,1,49.7
2003,1vory Coast,1,1,105.739147
2004,1vory Coast,1,1,73.624563
2005,1vory Coast,1,1,112.708913
2006,1vory Coast,1,1,102.265211
2007,1vory Coast,1,1,56.669561
2008,1vory Coast,1,1,163.038713
2009,1vory Coast,1,1,111.367636
2010,1vory Coast,1,1,234.338076
2011,1vory Coast,1,1,192.232322
2012,1vory Coast,1,1,179.010064
2013,1vory Coast,1,1,100.946994
1992,Ghana,1,1,10.6
1993,Ghana,1,1,12.3
1994,Ghana,1,1,20.3
1995,Ghana,1,1,20.8
1996,Ghana,1,1,14.7
1997,Ghana,1,1,20.6
1998,Ghana,1,1,17.2
1999,Ghana,1,1,17.7
2000,Ghana,1,1,20.8
2001,Ghana,1,1,12.9
2002,Ghana,1,1,5.9
2003,Ghana,1,1,11.706654
2004,Ghana,1,1,4.746733
2005,Ghana,1,1,8.584642
2006,Ghana,1,1,20.473667
2007,Ghana,1,1,8.084645
2008,Ghana,1,1,7.734568
2009,Ghana,1,1,9.152107
2010,Ghana,1,1,34.276443
2011,Ghana,1,1,17.504525
2012,Ghana,1,1,19.377594
2013,Ghana,1,1,22.598393
1992,Gambia,1,1,0.1
1993,Gambia,1,1,0.1
1994,Gambia,1,1,0.3
1995,Gambia,1,1,0.4
1996,Gambia,1,1,0
1997,Gambia,1,1,0
1998,Gambia,1,1,0.5
1999,Gambia,1,1,0
2000,Gambia,1,1,0
2001,Gambia,1,1,0
2002,Gambia,1,1,0
2003,Gambia,1,1,0.017808
2004,Gambia,1,1,0.080778
2005,Gambia,1,1,0.0026
2006,Gambia,1,1,0
2007,Gambia,1,1,0.0011
2008,Gambia,1,1,0
2009,Gambia,1,1,0.00102
2010,Gambia,1,1,0.488271
2011,Gambia,1,1,0.029766
2012,Gambia,1,1,0.015074
2013,Gambia,1,1,0.030105
1992,Niger,1,1,0.2
1993,Niger,1,1,0.5
1994,Niger,1,1,0
1995,Niger,1,1,0.1
1996,Niger,1,1,0.1
1997,Niger,1,1,0.1
1998,Niger,1,1,0.2
1999,Niger,1,1,0.1
2000,Niger,1,1,0
2001,Niger,1,1,0.4
2002,Niger,1,1,0
2003,Niger,1,1,0.21492
2004,Niger,1,1,0.036925
2005,Niger,1,1,0.979568
2006,Niger,1,1,0.026749
2007,Niger,1,1,0.53128
2008,Niger,1,1,0.340362
2009,Niger,1,1,0.260137
2010,Niger,1,1,0.065965
2011,Niger,1,1,0.721128
2012,Niger,1,1,78.093204
2013,Niger,1,1,0.319019
1992,Togo,1,1,0.1
1993,Togo,1,1,0.2
1994,Togo,1,1,0.7
1995,Togo,1,1,0.4
1996,Togo,1,1,1
1997,Togo,1,1,0
1998,Togo,1,1,0.1
1999,Togo,1,1,0.2
2000,Togo,1,1,3.4
2001,Togo,1,1,0.2
2002,Togo,1,1,0.1
2003,Togo,1,1,0.03489
2004,Togo,1,1,0.087627
2005,Togo,1,1,0.030556
2006,Togo,1,1,0.081173
2007,Togo,1,1,3.344609
2008,Togo,1,1,0.093186
2009,Togo,1,1,0.010277
2010,Togo,1,1,0.050237
2011,Togo,1,1,0.03692
2012,Togo,1,1,0.194089
2013,Togo,1,1,0.522952
1985,Nigeria,1,1,180.9
1986,Nigeria,1,1,325.2
1987,Nigeria,1,1,146.2
1988,Nigeria,1,1,232.7
1989,Nigeria,1,1,372.8
1990,Nigeria,1,1,628.9
1991,Nigeria,1,1,428.2
1992,Nigeria,1,1,331.4
1993,Nigeria,1,1,459.6
1994,Nigeria,1,1,182.3
1995,Nigeria,1,1,395.8
1996,Nigeria,1,1,548.5
1997,Nigeria,1,1,621.2
1998,Nigeria,1,1,414.2
1999,Nigeria,1,1,287.9
2000,Nigeria,1,1,436.3
2001,Nigeria,1,1,846.4
2002,Nigeria,1,1,328.5
2003,Nigeria,1,1,855.400705
2004,Nigeria,1,1,882.167123
2005,Nigeria,1,1,1624.88205
2006,Nigeria,1,1,2543.317125
2007,Nigeria,1,1,2160.022706
2008,Nigeria,1,1,3801.75128
2009,Nigeria,1,1,692.379943
2010,Nigeria,1,1,2313.432494
2011,Nigeria,1,1,3231.435325
2012,Nigeria,1,1,1501.876403
2013,Nigeria,1,1,1544.545796
1992,Central African Republic,1,1,0
1993,Central African Republic,1,1,0
1994,Central African Republic,1,1,0
1995,Central African Republic,1,1,0.2
1996,Central African Republic,1,1,0
1997,Central African Republic,1,1,0
1998,Central African Republic,1,1,0
1999,Central African Republic,1,1,0
2000,Central African Republic,1,1,0
2001,Central African Republic,1,1,0.8
2002,Central African Republic,1,1,0
2003,Central African Republic,1,1,0.068935
2004,Central African Republic,1,1,0.042588
2005,Central African Republic,1,1,0.281735
2006,Central African Republic,1,1,0.865562
2007,Central African Republic,1,1,0.742977
2008,Central African Republic,1,1,0.037503
2009,Central African Republic,1,1,0.465243
2010,Central African Republic,1,1,0.218191
2011,Central African Republic,1,1,0.324931
2012,Central African Republic,1,1,0.573523
2013,Central African Republic,1,1,0.025791
1985,Gabon,1,1,15.6
1986,Gabon,1,1,30.1
1987,Gabon,1,1,11.4
1988,Gabon,1,1,21
1989,Gabon,1,1,0
1990,Gabon,1,1,80.5
1991,Gabon,1,1,58.6
1992,Gabon,1,1,51.8
1993,Gabon,1,1,45.7
1994,Gabon,1,1,83
1995,Gabon,1,1,100.3
1996,Gabon,1,1,129.2
1997,Gabon,1,1,214.2
1998,Gabon,1,1,179.2
1999,Gabon,1,1,81.3
2000,Gabon,1,1,149.4
2001,Gabon,1,1,124.3
2002,Gabon,1,1,123.6
2003,Gabon,1,1,104.585368
2004,Gabon,1,1,119.847789
2005,Gabon,1,1,257.289674
2006,Gabon,1,1,114.002425
2007,Gabon,1,1,279.093544
2008,Gabon,1,1,188.616219
2009,Gabon,1,1,103.244887
2010,Gabon,1,1,69.414239
2011,Gabon,1,1,436.423503
2012,Gabon,1,1,168.965956
2013,Gabon,1,1,6.044244
1992,Chad,1,1,0
1993,Chad,1,1,0
1994,Chad,1,1,0
1995,Chad,1,1,0
1996,Chad,1,1,0.9
1997,Chad,1,1,0.2
1998,Chad,1,1,0.1
1999,Chad,1,1,0.3
2000,Chad,1,1,0.1
2001,Chad,1,1,0.3
2002,Chad,1,1,0.1
2003,Chad,1,1,0.119749
2004,Chad,1,1,68.053968
2005,Chad,1,1,66.477512
2006,Chad,1,1,107.146853
2007,Chad,1,1,103.007913
2008,Chad,1,1,286.39534
2009,Chad,1,1,169.282492
2010,Chad,1,1,190.306943
2011,Chad,1,1,271.897041
2012,Chad,1,1,199.580001
2013,Chad,1,1,244.980588
1992,St Helena,1,1,0
1993,St Helena,1,1,0
1994,St Helena,1,1,0
1995,St Helena,1,1,0
1996,St Helena,1,1,0
1997,St Helena,1,1,0
1998,St Helena,1,1,0
1999,St Helena,1,1,0
2000,St Helena,1,1,0
2001,St Helena,1,1,0
2002,St Helena,1,1,0.5
2003,St Helena,1,1,2.302818
2004,St Helena,1,1,1.209888
2005,St Helena,1,1,0.101013
2006,St Helena,1,1,0.14618
2007,St Helena,1,1,0.014044
2008,St Helena,1,1,2.130167
2009,St Helena,1,1,0.005302
2010,St Helena,1,1,0.813641
2011,St Helena,1,1,0.761394
2012,St Helena,1,1,1.326775
2013,St Helena,1,1,1.104944
1992,Burkina Faso,1,1,0
1993,Burkina Faso,1,1,0
1994,Burkina Faso,1,1,0.1
1995,Burkina Faso,1,1,0
1996,Burkina Faso,1,1,0
1997,Burkina Faso,1,1,0
1998,Burkina Faso,1,1,0
1999,Burkina Faso,1,1,0
2000,Burkina Faso,1,1,0
2001,Burkina Faso,1,1,0
2002,Burkina Faso,1,1,0
2003,Burkina Faso,1,1,0.110166
2004,Burkina Faso,1,1,0.019091
2005,Burkina Faso,1,1,0.012182
2006,Burkina Faso,1,1,0.029051
2007,Burkina Faso,1,1,0.564772
2008,Burkina Faso,1,1,0.078167
2009,Burkina Faso,1,1,0.113838
2010,Burkina Faso,1,1,0.01831
2011,Burkina Faso,1,1,0.593146
2012,Burkina Faso,1,1,0.092422
2013,Burkina Faso,1,1,0.283336
1992,Benin,1,1,0
1993,Benin,1,1,0
1994,Benin,1,1,0.3
1995,Benin,1,1,0.1
1996,Benin,1,1,3.4
1997,Benin,1,1,0
1998,Benin,1,1,0
1999,Benin,1,1,2.1
2000,Benin,1,1,0.1
2001,Benin,1,1,0.1
2002,Benin,1,1,0.1
2003,Benin,1,1,0
2004,Benin,1,1,0.108736
2005,Benin,1,1,0.04981
2006,Benin,1,1,0.00229
2007,Benin,1,1,0.022327
2008,Benin,1,1,0.010535
2009,Benin,1,1,0.002185
2010,Benin,1,1,0.009811
2011,Benin,1,1,0.000513
2012,Benin,1,1,0.002108
2013,Benin,1,1,0.405834
1985,Angola,1,1,44
1986,Angola,1,1,76.1
1987,Angola,1,1,23.8
1988,Angola,1,1,118.4
1989,Angola,1,1,107.7
1990,Angola,1,1,195.7
1991,Angola,1,1,152.1
1992,Angola,1,1,169.1
1993,Angola,1,1,224.7
1994,Angola,1,1,177.1
1995,Angola,1,1,112.8
1996,Angola,1,1,196.5
1997,Angola,1,1,247
1998,Angola,1,1,242
1999,Angola,1,1,148.6
2000,Angola,1,1,235.8
2001,Angola,1,1,267.7
2002,Angola,1,1,213.9
2003,Angola,1,1,297.081482
2004,Angola,1,1,275.610571
2005,Angola,1,1,449.996467
2006,Angola,1,1,736.720546
2007,Angola,1,1,1036.064412
2008,Angola,1,1,1507.880921
2009,Angola,1,1,727.501186
2010,Angola,1,1,738.391261
2011,Angola,1,1,797.84836
2012,Angola,1,1,1465.097687
2013,Angola,1,1,788.518669
1985,Congo (Brazzaville),1,1,31.8
1986,Congo (Brazzaville),1,1,79.8
1987,Congo (Brazzaville),1,1,0.3
1988,Congo (Brazzaville),1,1,32.4
1989,Congo (Brazzaville),1,1,21.8
1990,Congo (Brazzaville),1,1,38.6
1991,Congo (Brazzaville),1,1,57.2
1992,Congo (Brazzaville),1,1,6.7
1993,Congo (Brazzaville),1,1,8.1
1994,Congo (Brazzaville),1,1,18.3
1995,Congo (Brazzaville),1,1,10.7
1996,Congo (Brazzaville),1,1,22
1997,Congo (Brazzaville),1,1,89.7
1998,Congo (Brazzaville),1,1,2.3
1999,Congo (Brazzaville),1,1,31.2
2000,Congo (Brazzaville),1,1,36.9
2001,Congo (Brazzaville),1,1,39.2
2002,Congo (Brazzaville),1,1,10
2003,Congo (Brazzaville),1,1,40.542955
2004,Congo (Brazzaville),1,1,9.036162
2005,Congo (Brazzaville),1,1,95.577733
2006,Congo (Brazzaville),1,1,199.669075
2007,Congo (Brazzaville),1,1,206.884354
2008,Congo (Brazzaville),1,1,563.182326
2009,Congo (Brazzaville),1,1,181.915269
2010,Congo (Brazzaville),1,1,293.478297
2011,Congo (Brazzaville),1,1,186.70753
2012,Congo (Brazzaville),1,1,267.598301
2013,Congo (Brazzaville),1,1,24.931519
1992,Guinea-Bissau,1,1,0
1993,Guinea-Bissau,1,1,0
1994,Guinea-Bissau,1,1,0
1995,Guinea-Bissau,1,1,0
1996,Guinea-Bissau,1,1,0
1997,Guinea-Bissau,1,1,0
1998,Guinea-Bissau,1,1,0.1
1999,Guinea-Bissau,1,1,0.1
2000,Guinea-Bissau,1,1,0
2001,Guinea-Bissau,1,1,0
2002,Guinea-Bissau,1,1,0
2003,Guinea-Bissau,1,1,1.811683
2004,Guinea-Bissau,1,1,0.048079
2005,Guinea-Bissau,1,1,0
2006,Guinea-Bissau,1,1,0.25
2007,Guinea-Bissau,1,1,0
2008,Guinea-Bissau,1,1,0.14761
2009,Guinea-Bissau,1,1,0
2010,Guinea-Bissau,1,1,0.03654
2011,Guinea-Bissau,1,1,0.000007
2012,Guinea-Bissau,1,1,0.001797
2013,Guinea-Bissau,1,1,0.000825
1992,Cape Verde,1,1,0.1
1993,Cape Verde,1,1,0
1994,Cape Verde,1,1,0
1995,Cape Verde,1,1,0
1996,Cape Verde,1,1,0
1997,Cape Verde,1,1,0
1998,Cape Verde,1,1,0
1999,Cape Verde,1,1,0
2000,Cape Verde,1,1,0
2001,Cape Verde,1,1,0.2
2002,Cape Verde,1,1,0.3
2003,Cape Verde,1,1,0.242962
2004,Cape Verde,1,1,0.204103
2005,Cape Verde,1,1,0.300471
2006,Cape Verde,1,1,0.035722
2007,Cape Verde,1,1,0.096549
2008,Cape Verde,1,1,0.06978
2009,Cape Verde,1,1,0.006485
2010,Cape Verde,1,1,0.107023
2011,Cape Verde,1,1,0.109239
2012,Cape Verde,1,1,0.105165
2013,Cape Verde,1,1,0.008411
1992,Sao Tome and Principe,1,1,0
1993,Sao Tome and Principe,1,1,0
1994,Sao Tome and Principe,1,1,0
1995,Sao Tome and Principe,1,1,0.1
1996,Sao Tome and Principe,1,1,0
1997,Sao Tome and Principe,1,1,0
1998,Sao Tome and Principe,1,1,0
1999,Sao Tome and Principe,1,1,0.1
2000,Sao Tome and Principe,1,1,0
2001,Sao Tome and Principe,1,1,0
2002,Sao Tome and Principe,1,1,0
2003,Sao Tome and Principe,1,1,0.033537
2004,Sao Tome and Principe,1,1,0
2005,Sao Tome and Principe,1,1,0
2006,Sao Tome and Principe,1,1,0
2007,Sao Tome and Principe,1,1,0.019379
2008,Sao Tome and Principe,1,1,0.023693
2009,Sao Tome and Principe,1,1,0.000363
2010,Sao Tome and Principe,1,1,0.005158
2011,Sao Tome and Principe,1,1,0.001722
2012,Sao Tome and Principe,1,1,0.017241
2013,Sao Tome and Principe,1,1,0.040136
1992,Liberia,1,1,0.7
1993,Liberia,1,1,0.3
1994,Liberia,1,1,0
1995,Liberia,1,1,0.2
1996,Liberia,1,1,0.4
1997,Liberia,1,1,0.1
1998,Liberia,1,1,0
1999,Liberia,1,1,0.4
2000,Liberia,1,1,5.6
2001,Liberia,1,1,2.1
2002,Liberia,1,1,3
2003,Liberia,1,1,8.220096
2004,Liberia,1,1,6.395326
2005,Liberia,1,1,7.610093
2006,Liberia,1,1,9.510414
2007,Liberia,1,1,7.554907
2008,Liberia,1,1,15.249632
2009,Liberia,1,1,10.569763
2010,Liberia,1,1,60.38222
2011,Liberia,1,1,2.196973
2012,Liberia,1,1,18.153727
2013,Liberia,1,1,0.439102
1985,Congo (Kinshasa),1,1,24.9
1986,Congo (Kinshasa),1,1,26.7
1987,Congo (Kinshasa),1,1,43
1988,Congo (Kinshasa),1,1,37.4
1989,Congo (Kinshasa),1,1,20.3
1990,Congo (Kinshasa),1,1,34.3
1991,Congo (Kinshasa),1,1,47.5
1992,Congo (Kinshasa),1,1,19.7
1993,Congo (Kinshasa),1,1,21.3
1994,Congo (Kinshasa),1,1,21.9
1995,Congo (Kinshasa),1,1,25.4
1996,Congo (Kinshasa),1,1,25.4
1997,Congo (Kinshasa),1,1,23.5
1998,Congo (Kinshasa),1,1,21.1
1999,Congo (Kinshasa),1,1,18.5
2000,Congo (Kinshasa),1,1,7.9
2001,Congo (Kinshasa),1,1,9.7
2002,Congo (Kinshasa),1,1,3.4
2003,Congo (Kinshasa),1,1,12.737051
2004,Congo (Kinshasa),1,1,11.324137
2005,Congo (Kinshasa),1,1,7.376694
2006,Congo (Kinshasa),1,1,2.192128
2007,Congo (Kinshasa),1,1,2.6182
2008,Congo (Kinshasa),1,1,5.58143
2009,Congo (Kinshasa),1,1,1.304303
2010,Congo (Kinshasa),1,1,56.94939
2011,Congo (Kinshasa),1,1,1.543352
2012,Congo (Kinshasa),1,1,1.531719
2013,Congo (Kinshasa),1,1,2.499305
1992,Burundi,1,1,1.6
1993,Burundi,1,1,0.4
1994,Burundi,1,1,0.2
1995,Burundi,1,1,0.6
1996,Burundi,1,1,0.2
1997,Burundi,1,1,0
1998,Burundi,1,1,2.1
1999,Burundi,1,1,0.1
2000,Burundi,1,1,0.8
2001,Burundi,1,1,0.2
2002,Burundi,1,1,0.1
2003,Burundi,1,1,0.216245
2004,Burundi,1,1,0.078244
2005,Burundi,1,1,0.127468
2006,Burundi,1,1,0.303796
2007,Burundi,1,1,0.221812
2008,Burundi,1,1,0.198233
2009,Burundi,1,1,1.673841
2010,Burundi,1,1,0.628009
2011,Burundi,1,1,3.009212
2012,Burundi,1,1,0.616038
2013,Burundi,1,1,1.005633
1992,Rwanda,1,1,2.5
1993,Rwanda,1,1,0.1
1994,Rwanda,1,1,0.5
1995,Rwanda,1,1,0
1996,Rwanda,1,1,0.3
1997,Rwanda,1,1,0.7
1998,Rwanda,1,1,0.4
1999,Rwanda,1,1,0
2000,Rwanda,1,1,0
2001,Rwanda,1,1,0.4
2002,Rwanda,1,1,0.5
2003,Rwanda,1,1,0.437018
2004,Rwanda,1,1,0.474206
2005,Rwanda,1,1,0.485452
2006,Rwanda,1,1,0.535709
2007,Rwanda,1,1,0.600586
2008,Rwanda,1,1,0.555901
2009,Rwanda,1,1,2.298485
2010,Rwanda,1,1,0.640743
2011,Rwanda,1,1,1.801565
2012,Rwanda,1,1,6.090661
2013,Rwanda,1,1,4.520326
1992,Somalia,1,1,0
1993,Somalia,1,1,0
1994,Somalia,1,1,0
1995,Somalia,1,1,0
1996,Somalia,1,1,0
1997,Somalia,1,1,0.1
1998,Somalia,1,1,0
1999,Somalia,1,1,0
2000,Somalia,1,1,0
2001,Somalia,1,1,0
2002,Somalia,1,1,0.2
2003,Somalia,1,1,0.024175
2004,Somalia,1,1,0.016609
2005,Somalia,1,1,0.000336
2006,Somalia,1,1,0.17613
2007,Somalia,1,1,0.00036
2008,Somalia,1,1,0.00226
2009,Somalia,1,1,0.003371
2010,Somalia,1,1,0.002851
2011,Somalia,1,1,0.002115
2012,Somalia,1,1,0.206979
2013,Somalia,1,1,0.009085
1992,Ethiopia,1,1,0.4
1993,Ethiopia,1,1,0.3
1994,Ethiopia,1,1,0
1995,Ethiopia,1,1,0
1996,Ethiopia,1,1,0
2003,Ethiopia,1,1,0
1993,Eritrea,1,1,0
1994,Eritrea,1,1,0
1995,Eritrea,1,1,0.1
1996,Eritrea,1,1,1.2
1997,Eritrea,1,1,0
1998,Eritrea,1,1,0
1999,Eritrea,1,1,0
2000,Eritrea,1,1,0
2001,Eritrea,1,1,0
2002,Eritrea,1,1,0
2003,Eritrea,1,1,0.00285
2004,Eritrea,1,1,0.130782
2005,Eritrea,1,1,0.128883
2006,Eritrea,1,1,0.003825
2007,Eritrea,1,1,0.007231
2008,Eritrea,1,1,0.024496
2009,Eritrea,1,1,0.08516
2010,Eritrea,1,1,0
2011,Eritrea,1,1,0.030058
2012,Eritrea,1,1,0.006647
2013,Eritrea,1,1,0.031109
1993,Ethiopia,1,1,0
1994,Ethiopia,1,1,1.4
1995,Ethiopia,1,1,0.8
1996,Ethiopia,1,1,0.6
1997,Ethiopia,1,1,4.6
1998,Ethiopia,1,1,2.6
1999,Ethiopia,1,1,0.6
2000,Ethiopia,1,1,2.2
2001,Ethiopia,1,1,1
2002,Ethiopia,1,1,2.4
2003,Ethiopia,1,1,1.504686
2004,Ethiopia,1,1,1.499459
2005,Ethiopia,1,1,2.088063
2006,Ethiopia,1,1,3.008064
2007,Ethiopia,1,1,2.765859
2008,Ethiopia,1,1,3.597779
2009,Ethiopia,1,1,7.879504
2010,Ethiopia,1,1,4.866045
2011,Ethiopia,1,1,7.623021
2012,Ethiopia,1,1,4.475044
2013,Ethiopia,1,1,8.012844
1992,Djibouti,1,1,0
1993,Djibouti,1,1,0
1994,Djibouti,1,1,0
1995,Djibouti,1,1,0
1996,Djibouti,1,1,0
1997,Djibouti,1,1,0
1998,Djibouti,1,1,0
1999,Djibouti,1,1,0
2000,Djibouti,1,1,0.2
2001,Djibouti,1,1,0.1
2002,Djibouti,1,1,0.1
2003,Djibouti,1,1,0.171779
2004,Djibouti,1,1,0.168308
2005,Djibouti,1,1,0.065758
2006,Djibouti,1,1,0.25
2007,Djibouti,1,1,0.203827
2008,Djibouti,1,1,0.258442
2009,Djibouti,1,1,0.009056
2010,Djibouti,1,1,0.210364
2011,Djibouti,1,1,0.003429
2012,Djibouti,1,1,1.27969
2013,Djibouti,1,1,0.144504
1992,Uganda,1,1,1.3
1993,Uganda,1,1,0.9
1994,Uganda,1,1,0.3
1995,Uganda,1,1,3.2
1996,Uganda,1,1,0.1
1997,Uganda,1,1,1.5
1998,Uganda,1,1,2
1999,Uganda,1,1,1.7
2000,Uganda,1,1,1.9
2001,Uganda,1,1,0.6
2002,Uganda,1,1,0.4
2003,Uganda,1,1,1.870031
2004,Uganda,1,1,2.288514
2005,Uganda,1,1,1.439963
2006,Uganda,1,1,2.127568
2007,Uganda,1,1,2.878561
2008,Uganda,1,1,32.951002
2009,Uganda,1,1,1.465591
2010,Uganda,1,1,2.854378
2011,Uganda,1,1,3.773641
2012,Uganda,1,1,3.054499
2013,Uganda,1,1,2.333735
1992,Kenya,1,1,6.4
1993,Kenya,1,1,5.7
1994,Kenya,1,1,9.5
1995,Kenya,1,1,13
1996,Kenya,1,1,8
1997,Kenya,1,1,9.2
1998,Kenya,1,1,7.7
1999,Kenya,1,1,9.6
2000,Kenya,1,1,8.1
2001,Kenya,1,1,12
2002,Kenya,1,1,11.9
2003,Kenya,1,1,20.163405
2004,Kenya,1,1,24.748273
2005,Kenya,1,1,38.120057
2006,Kenya,1,1,29.050609
2007,Kenya,1,1,23.883157
2008,Kenya,1,1,23.491596
2009,Kenya,1,1,27.309476
2010,Kenya,1,1,16.627539
2011,Kenya,1,1,29.724629
2012,Kenya,1,1,25.305204
2013,Kenya,1,1,31.96651
1992,Seychelles,1,1,0.1
1993,Seychelles,1,1,0.3
1994,Seychelles,1,1,0.3
1995,Seychelles,1,1,0.3
1996,Seychelles,1,1,0
1997,Seychelles,1,1,0.3
1998,Seychelles,1,1,0.1
1999,Seychelles,1,1,0
2000,Seychelles,1,1,0.6
2001,Seychelles,1,1,0.5
2002,Seychelles,1,1,3
2003,Seychelles,1,1,0.850364
2004,Seychelles,1,1,0.058808
2005,Seychelles,1,1,0.208345
2006,Seychelles,1,1,0.774333
2007,Seychelles,1,1,0.687827
2008,Seychelles,1,1,0.107783
2009,Seychelles,1,1,0.633649
2010,Seychelles,1,1,0.456295
2011,Seychelles,1,1,0.391912
2012,Seychelles,1,1,0.299001
2013,Seychelles,1,1,1.259298
1992,British 1ndian Ocean Terr.,1,1,0
1993,British 1ndian Ocean Terr.,1,1,0
1994,British 1ndian Ocean Terr.,1,1,0.7
1995,British 1ndian Ocean Terr.,1,1,0.1
1996,British 1ndian Ocean Terr.,1,1,0.2
